expression,original_order,source,reviewed_as,difficulty,commonality,added,confidence
every which way,4940,user_list,fixed expression,medium,common,no,medium
everyone has their price,4941,user_list,fixed expression,medium,common,no,medium
everything but the kitchen sink,4942,user_list,fixed expression,medium,less_common,no,medium
everything in the garden is rosy,4943,user_list,fixed expression,medium,less_common,no,low
excuse me,4944,user_list,formula/discourse,easy,very_common,no,high
excuse/pardon my French,4945,user_list,fixed expression,medium,common,no,medium
explain yourself,4946,user_list,fixed expression,medium,common,no,medium
face the music,4947,user_list,idiom,hard,common,no,medium
face to face with something,4948,user_list,idiom,hard,common,no,medium
face up/down,4949,user_list,idiom,hard,common,no,medium
facts and figures,4950,user_list,binomial phrase,medium,common,no,medium
fair and square,4951,user_list,binomial phrase,medium,common,no,medium
fair enough,4952,user_list,fixed expression,medium,common,no,medium
fair to middling,4953,user_list,fixed expression,medium,common,no,medium
fair's fair,4954,user_list,fixed expression,medium,common,no,medium
fall between two stools,4955,user_list,multi-word verb,medium,less_common,no,medium
fall by the wayside,4956,user_list,multi-word verb,medium,less_common,no,medium
fall flat,4957,user_list,fixed expression,medium,common,no,medium
fall flat on your face,4958,user_list,idiom,hard,common,no,medium
fall foul of somebody/something,4959,user_list,fixed expression,medium,common,no,medium
fall from grace,4960,user_list,multi-word verb,medium,common,no,medium
fall into somebody's hands/the hands of somebody,4961,user_list,multi-word verb,medium,less_common,no,medium
fall off a cliff,4962,user_list,multi-word verb,medium,less_common,no,medium
fall on deaf ears,4963,user_list,multi-word verb,medium,less_common,no,medium
fall on stony ground,4964,user_list,multi-word verb,medium,less_common,no,medium
fall short of something,4965,user_list,fixed expression,medium,common,no,medium
fall sick,4966,user_list,fixed expression,medium,common,no,medium
fall to pieces,4967,user_list,multi-word verb,medium,common,no,medium
fall/land on your feet,4968,user_list,idiom,hard,common,no,medium
fall/slot into place,4969,user_list,fixed expression,medium,common,no,medium
familiarity breeds contempt,4970,user_list,proverb/saying,medium,very_common,no,high
famous last words,4971,user_list,fixed expression,medium,common,no,medium
far and away,4972,user_list,binomial phrase,medium,common,no,medium
far and wide,4973,user_list,binomial phrase,medium,common,no,medium
far from it,4974,user_list,fixed expression,medium,common,no,medium
far from something/from doing something,4975,user_list,fixed expression,medium,less_common,no,medium
far/farther/further afield,4976,user_list,fixed expression,medium,common,no,medium
feed your face,4977,user_list,idiom,hard,common,no,medium
feel good,4978,user_list,fixed expression,medium,common,no,medium
feel like something/like doing something,4979,user_list,fixed expression,medium,less_common,no,medium
feel sick,4980,user_list,fixed expression,medium,common,no,medium
feel sick to your stomach,4981,user_list,idiom,hard,common,no,medium
feel sorry for yourself,4982,user_list,fixed expression,medium,common,no,medium
feel strange,4983,user_list,fixed expression,medium,common,no,medium
feel the pinch,4984,user_list,fixed expression,medium,common,no,medium
feel your age,4985,user_list,fixed expression,medium,common,no,medium
feel your ears burning,4986,user_list,idiom,hard,common,no,medium
feel your way,4987,user_list,fixed expression,medium,common,no,medium
feet first,4988,user_list,idiom,hard,common,no,medium
few and far between,4989,user_list,binomial phrase,medium,common,no,medium
fight a losing battle,4990,user_list,fixed expression,medium,common,no,medium
fight fire with fire,4991,user_list,idiom,hard,common,no,medium
fight shy of something/of doing something,4992,user_list,fixed expression,medium,less_common,no,low
fight to the death/finish,4993,user_list,multi-word verb,medium,less_common,no,medium
fight tooth and nail,4994,user_list,binomial phrase,medium,common,no,medium
fight your own battles,4995,user_list,fixed expression,medium,common,no,medium
fight your/somebody's corner,4996,user_list,fixed expression,medium,common,no,medium
fighting fit,4997,user_list,fixed expression,medium,common,no,medium
fighting spirit,4998,user_list,fixed expression,medium,common,no,medium
fighting talk,4999,user_list,fixed expression,medium,common,no,medium
fill somebody's shoes/boots,5000,user_list,fixed expression,medium,common,no,medium
fill your boots,5001,user_list,fixed expression,medium,common,no,medium
fill/fit the bill,5002,user_list,fixed expression,medium,common,no,medium
find it in your heart/yourself to do something,5003,user_list,multi-word verb,medium,less_common,no,medium
find your feet,5004,user_list,idiom,hard,common,no,medium
find your voice/tongue,5005,user_list,fixed expression,medium,common,no,medium
finders keepers,5006,user_list,fixed expression,medium,common,no,medium
finger in the air,5007,user_list,idiom,hard,common,no,medium
first among equals,5008,user_list,fixed expression,medium,common,no,medium
first and foremost,5009,user_list,binomial phrase,medium,common,no,medium
first and last,5010,user_list,binomial phrase,medium,common,no,medium
first of all,5011,user_list,fixed expression,medium,common,no,medium
first off,5012,user_list,fixed expression,medium,common,no,medium
first things first,5013,user_list,fixed expression,medium,common,no,medium
first up,5014,user_list,fixed expression,medium,common,no,medium
first/last thing,5015,user_list,fixed expression,medium,common,no,medium
fit for purpose,5016,user_list,fixed expression,medium,common,no,medium
five a day,5017,user_list,fixed expression,medium,common,no,medium
flat broke,5018,user_list,fixed expression,medium,common,no,medium
flat out,5019,user_list,fixed expression,medium,common,no,medium
flatter to deceive,5020,user_list,fixed expression,medium,common,no,medium
flattery will get you everywhere/nowhere,5021,user_list,fixed expression,medium,less_common,no,medium
flavour of the month,5022,user_list,fixed expression,medium,common,no,medium
flip burgers,5023,user_list,fixed expression,medium,common,no,medium
flip your lid,5024,user_list,fixed expression,medium,common,no,medium
float somebody's boat,5025,user_list,idiom,hard,common,no,medium
float/walk on air,5026,user_list,fixed expression,medium,common,no,medium
flog a dead horse,5027,user_list,idiom,hard,common,no,medium
flog something to death,5028,user_list,fixed expression,medium,common,no,medium
fly high,5029,user_list,fixed expression,medium,common,no,medium
fly in the face of something,5030,user_list,idiom,hard,less_common,no,medium
fly off the handle,5031,user_list,fixed expression,medium,common,no,medium
fly the coop,5032,user_list,fixed expression,medium,common,no,medium
fly the nest,5033,user_list,fixed expression,medium,common,no,medium
fly/go off at a tangent,5034,user_list,fixed expression,medium,less_common,no,medium
fly/show/wave the flag,5035,user_list,fixed expression,medium,common,no,medium
foam at the mouth,5036,user_list,fixed expression,medium,common,no,medium
fold somebody in your arms,5037,user_list,idiom,hard,common,no,medium
fold your arms,5038,user_list,idiom,hard,common,no,medium
fold your hands,5039,user_list,idiom,hard,common,no,medium
follow in somebody's footsteps,5040,user_list,fixed expression,medium,common,no,medium
follow suit,5041,user_list,fixed expression,medium,common,no,medium
follow your nose,5042,user_list,idiom,hard,common,no,medium
food for thought,5043,user_list,fixed expression,hard,rare,no,medium
for a song,5044,user_list,fixed/prepositional phrase,easy,very_common,no,high
for a start,5045,user_list,fixed/prepositional phrase,easy,very_common,no,high
for all,5046,user_list,fixed/prepositional phrase,easy,very_common,no,high
for all somebody/it is worth,5047,user_list,fixed expression,medium,less_common,no,medium
for all the world as if/though...,5048,user_list,sentence frame/pattern,hard,rare,no,low
for certain,5049,user_list,fixed/prepositional phrase,easy,very_common,no,high
for crying out loud,5050,user_list,fixed/prepositional phrase,medium,common,no,high
for dear life,5051,user_list,fixed/prepositional phrase,easy,very_common,no,high
for example,5052,user_list,fixed/prepositional phrase,easy,very_common,no,high
for fear of something/of doing something,5053,user_list,fixed expression,medium,less_common,no,low
for good,5054,user_list,fixed/prepositional phrase,easy,very_common,no,high
for good measure,5055,user_list,fixed/prepositional phrase,easy,very_common,no,high
for information only,5056,user_list,fixed/prepositional phrase,easy,very_common,no,high
for instance,5057,user_list,fixed/prepositional phrase,easy,very_common,no,high
for keeps,5058,user_list,fixed/prepositional phrase,easy,very_common,no,high
for luck,5059,user_list,fixed/prepositional phrase,easy,very_common,no,high
for my money,5060,user_list,fixed/prepositional phrase,easy,very_common,no,high
for nothing,5061,user_list,fixed/prepositional phrase,easy,very_common,no,high
for old times' sake,5062,user_list,fixed/prepositional phrase,medium,common,no,high
for one,5063,user_list,fixed/prepositional phrase,easy,very_common,no,high
for one thing,5064,user_list,fixed/prepositional phrase,easy,very_common,no,high
for openers,5065,user_list,fixed/prepositional phrase,easy,very_common,no,high
for real,5066,user_list,fixed/prepositional phrase,easy,very_common,no,high
for rent,5067,user_list,fixed/prepositional phrase,easy,very_common,no,high
for sale,5068,user_list,fixed/prepositional phrase,easy,very_common,no,high
for show,5069,user_list,fixed/prepositional phrase,easy,very_common,no,high
for somebody's benefit,5070,user_list,fixed expression,medium,common,no,medium
for starters,5071,user_list,fixed/prepositional phrase,easy,very_common,no,high
for sure,5072,user_list,fixed/prepositional phrase,easy,very_common,no,high
for that matter,5073,user_list,fixed/prepositional phrase,easy,very_common,no,high
for the asking,5074,user_list,fixed/prepositional phrase,easy,very_common,no,high
for the duration,5075,user_list,fixed/prepositional phrase,easy,very_common,no,high
for the heck of it,5076,user_list,fixed expression,medium,less_common,no,medium
